duration,loss,accuracy,precision,recall,f1,true positives,true negatives,false positives,false negatives
2763.8457581996918,0.14066453040046853,0.9500420168067227,0.7216945448432378,0.5002039032915817,0.5908746817149543,8586,217524,3311,8579
2683.69744515419,0.12789872764038437,0.9546764705882353,0.7373121000148831,0.5772210894261579,0.6475182171682515,9908,217305,3530,7257
2591.829569339752,0.12826862513443002,0.9553361344537815,0.742414125676979,0.5829886396737547,0.6531131706043597,10007,217363,3472,7158
2607.967988729477,0.12638013300186945,0.9558361344537815,0.7433084686265906,0.592135158753277,0.6591653425856869,10164,217325,3510,7001
2657.924011707306,0.12504277687538573,0.9564957983193277,0.7477628228446708,0.5987765802505097,0.6650274991912003,10278,217368,3467,6887
2601.5959482192993,0.12569058617886875,0.9565294117647059,0.7472623105373849,0.6002912904165453,0.6657620985979196,10304,217350,3485,6861
